"","serialno","triwales","gogledd","bes05","wtfactor","intdate","sintdate","sttim","inwshh","inwsmm","inwdd","inwmm","inwyr","sintlen","thank","wreadpap","whpaper1","whpaper2","whpaper3","nwspswrg","nwspbrit","nwspwrld","bbc1wale","bbc1othr","bbc2","htvwales","itvother","channel4","s4c","channel5","skynews","othchanl","tvnever","tvrgnews","ptythnk","ptycls","idstrng","partyid","politic2","voted","votecod1","votecod2","votecod3","votecod4","votecod5","nvvotec","nvvotel","whendecd","votec","yvtclsc","ptyprefc","voters2c","votel","yvtclsl","ptyprefl","scwbrit","vote1st","vote2nd","mostimpo","mostimp1","mostimp2","mostimp3","mostimp4","mostimp5","voteukge","dfwnscw","dfwnge","coalitin","coalitw","votesyst","votesylc","confeel","labfeel","ldfeel","pcfeel","natcapab","evblair","evids","evkenned","evmorgan","evwjones","evgerman","evbourne","cnlbdfw","natlabdf","coalpc","snhsiesw","snhswhsw","edstiesw","edstwhsw","sliviesw","slivwhsw","taxspend","bpriorf1","bpriorf2","brworld","levelgen","levelub","levelfee","levelpsc","iraq1","iraq2","asylum","buspass","foundhos","ecpolicy","abolspw","govtrust","soctrust","govtwork","walework","losetch","voteintr","lostcham","cooppaas","coophoc","impgweas","ukintnat","natinnat","regbias","whbias","closeloc","closeesw","closebr","closeeur","srsoccl1","srsoccl2","srsoccl","natclass","natid","gbpride","natpride","ident1b","ident2b","ident3b","flaguj","flagnat","passport","waleparl","walepar2","votessw2","walshind","indepent","doesinfl","oughinfl","infl10yr","leaveuk2","voiceuk3","sayingv3","imprved3","wnanhs","wnaecon2","contgovb","contnhs","evcnam1","evcnam2","evcnmp","evcncoun","wllivlan","welshdif","rwelshsp","rsex","rage","ragecat","ragecat2","rsexage","rsexage2","natbrit","nateng","nateuro","natirish","natni","natscot","natulst","natwelsh","natoth","natnone","bnationu","bestnatu","religion","religsum","famrelig","rlfamsum","chattend","marstat2","marstat","married","rspborn","rlivels2","livwasc2","parborn","livearea","tenure","tenure2","reconact","seconact","r2soc200","r2es2000","r2nssec","r2sic92","r2lastjb","r2emplye","r2superv","r2ocsec2","r2empwrk","r2jbhrsi","r2empst2","r2sicgp","r2ngh","r2nghgrp","p2soc200","p2es2000","p2nssec","p2sic92","p2lastjb","p2emplye","p2superv","p2ocsec2","p2empwrk","p2jbhrsi","p2empst2","p2sicgp","p2ngh","p2nghgrp","unionsa2","maininc2","hhincome","othchld4","schqual","pschqual","edqual1","edqual2","edqual3","edqual4","edqual26","edqual27","edqual28","edqual29","edqual30","edqual31","edqual32","edqual22","edqual23","edqual24","edqual25","edqual10","edqual11","edqual17","edqual18","edqual19","edqual20","edqual21","edqual12","edqual13","edqual14","edqual15","edqual16","hedqual","internet","wwwuse","vote01","votsw99c","votsw99l","refvotew","phone","phonebck","stable","endtim","inwehh","inwemm","selfcomp","duration","sintlen2","int_num","tnc","duno","dusel","persno","perssel","intlang","rborn3","tenure5","reconsum","seconsum","r2opcat","p2opcat","r2class","p2class","r2clasgp","p2clasgp","r2econps","p2econps","r2nseg","p2nseg","r2nseggp","p2nseggp","r2nsoccl","p2nsoccl","r2jbhrci","p2jbhrci","r2partfi","p2partfi","psu_id","ua_id","ua_name","constit","region","clwydw","northw","wardid","wardname","welshspk","popdens","endfile","cardno20","intvr20","batch20","language","fairshar","richlaw","tuntneed","privent","publcown","govresp1","nlbintwc","nlbinten","nlbintsw","nlbintwl","swlintwc","swlinten","swlintsw","swlintwl","natintwc","natinten","natintsw","natintwl","conintwc","coninten","conintsw","conintwl","ldwintwc","ldwinten","ldwintsw","ldwintwl","votduty2","proprep","proprnat","proprloc","swvotdf2","swsysdf2","swquiz1b","swquiz3b","quizscbu","quizrhod","swquiz4","swquiz5","swquiz6","swquiz7","swquiz8","swquiz9","quizldco","quizlist","quiz60am","swvote1","swvote2b","swvote3b","swvote4","electsy1","electsy2","swvots1b","swvots2b","swvotsy3","swvots4b","swvot5b","swvot6b","swvotsy7","swvotsy8","numbmps","govcoal1","govcoal2","minorp","foregone","qtime","qdate","scsexchk","scagechk","leftrigh","wmirror","filter_$","constpre","trids","walesbor"
"11",20119,0,1,1,2.2054,"17072003","17072003","14:01:11",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,1,0,0,1,0,2,5,-1,3,5,3,2,11,96,96,96,96,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,2,2,1,2,2,1,3,4,3,2,2,5,5,6,7,7,98,98,1,2,2,2,2,3,1,4,1,3,2,1,3,2,2,1,1,2,2,4,2,2,3,1,3,1,2,3,3,2,3,3,3,3,4,2,1,NA,3,2,2,3,4,2,2,2,2,2,1,19,21,22,3,2,8,3,4,1,2,2,2,1,1,1,3,3,3,3,3,1,1,2,NA,2,2,2,1,2,2,18,1,1,9,8,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,7,6,5,4,4,1,-1,2,18,2,1,3,-1,1163,5,5,52,NA,1,1,1,1,38,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,1,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,0,0,NA,0,1,1,2,"14:37:31",NA,NA,61,36,36,"0594",6,1,-1,4,2,NA,1,2,2,NA,5,NA,2,NA,1,NA,1,NA,4,NA,1,NA,2,NA,4,NA,1,NA,1,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NANE","Maeshyfryd ED",52.31,6.8,"X",20,NA,2006,1,4,2,4,3,2,1,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,2,1,3,3,3,3,2,8,2,8,8,4,8,8,2,8,2,2,2,8,3,3,3,3,3,2,2,1,3,2,3,3,1,2805,2,30,2,0,1,3,1,1
"12",20202,0,1,1,0.5513,"13052003","13052003","13:50:29",NA,NA,NA,NA,NA,NA,NA,1,6,12,0,2,3,3,1,0,0,0,1,1,0,0,0,0,0,1,2,-1,2,2,4,2,3,96,96,96,96,98,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,4,5,1,2,2,2,3,2,4,4,1,5,7,8,4,1,1,98,1,2,8,5,8,2,8,5,3,3,3,2,4,1,1,1,1,4,2,1,1,4,2,3,3,2,3,4,1,1,1,3,3,5,3,2,2,1,1,1,1,2,4,2,2,1,3,1,1,1,6,21,1,1,8,2,4,1,2,4,3,1,2,3,3,3,3,3,3,3,3,2,NA,2,1,1,3,1,1,60,6,5,6,5,1,2,2,2,2,2,2,1,2,2,8,8,0,5,7,3,8,6,5,4,4,1,-1,1,11,3,2,8,-1,9111,6,10,1,1,1,1,1,2,80,8,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,3,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,0,NA,0,1,1,1,"15:19:08",NA,NA,61,89,89,"0594",1,1,-1,1,-1,NA,1,3,5,NA,10,NA,5,NA,4,NA,11,NA,18,NA,5,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMB","Amlwch Port ED",67.69,1.34,"X",20,NA,2007,1,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,2,4,4,1,1,1,3,2,3,2,2,9,2,1,4,2,2,2,3,2,1,1,3,3,4,3,3,2,2,2,1,2,3,3,4,2,2705,2,45,3.33333333333333,0,1,4,2,1
"13",20203,0,1,1,1.1027,"19052003","19052003","10:17:51",NA,NA,NA,NA,NA,NA,NA,1,12,6,0,3,3,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,-1,0,NA,1,-1,-1,-1,-1,-1,NA,NA,4,1,2,NA,3,1,2,NA,1,1,2,"Local issues",16,NA,NA,NA,NA,1,3,4,1,2,2,2,2,3,3,4,2,5,6,4,4,3,3,98,3,2,1,3,2,3,3,3,3,2,2,3,2,2,1,1,1,2,3,1,4,4,4,3,3,1,3,4,2,2,2,3,3,4,3,2,2,2,2,2,2,2,4,2,2,3,3,2,2,14,8,19,2,1,8,5,4,1,2,3,1,2,2,1,3,3,3,3,3,3,3,2,NA,2,2,1,3,1,2,36,3,3,11,10,1,2,1,2,2,2,2,1,2,2,8,8,0,5,7,3,7,1,1,1,4,1,-1,1,36,2,1,7,3,1223,2,8.1,55,2,2,1,NA,1,50,2,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,1,1,1,0,2,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,2,1,1,2,98,98,2,1,1,1,"11:05:25",NA,NA,61,48,48,"0594",4,1,-1,2,1,NA,1,2,3,2,8,NA,4,NA,3,NA,7,5,3,NA,1,NA,3,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMB","Amlwch Port ED",67.69,1.34,"X",20,NA,2008,1,2,4,3,4,2,3,2,3,2,4,3,4,3,2,4,4,3,3,4,4,4,4,4,4,4,4,2,4,4,3,3,3,2,1,2,1,8,9,3,2,9,1,1,8,1,3,1,8,8,1,9,2,2,2,2,1,4,2,2,1,2,4,2,2,4,1705,1,89,3,0,1,1,2,1
"14",20205,0,1,1,0.5513,"23052003","23052003","19:31:47",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,1,5,-1,3,5,4,1,-1,-1,-1,-1,-1,NA,NA,4,5,1,NA,1,5,1,NA,5,5,97,"issues regarding NHS",3,NA,NA,NA,NA,5,4,4,8,1,2,2,3,3,3,3,2,5,5,98,7,8,98,98,3,3,2,3,1,8,9,3,1,4,2,4,4,2,2,2,2,4,3,1,3,3,8,3,3,2,4,4,1,1,1,3,4,3,3,2,2,2,1,2,2,3,4,2,2,3,1,2,1,6,21,23,3,1,8,2,5,2,3,4,3,3,2,3,3,3,3,3,3,2,3,2,NA,2,2,1,2,1,2,33,2,2,10,9,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,7,6,5,4,4,1,-1,1,3,2,1,3,-1,6115,7,12.2,85,NA,1,2,3,4,38,9,14,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,18,19,0,0,0,0,0,0,16,3,2,2,5,5,5,0,1,1,1,"20:47:07",NA,NA,61,76,76,"0594",5,1,-1,1,-1,NA,1,2,2,NA,12,NA,6,NA,5,NA,1,NA,13,NA,5,NA,5,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMB","Amlwch Port ED",67.69,1.34,"X",20,NA,2009,1,2,3,2,2,4,4,3,4,4,4,3,4,4,4,3,4,1,1,3,3,3,3,2,3,3,3,3,4,4,4,4,3,1,1,2,4,1,1,1,2,1,8,8,9,8,4,8,4,2,1,1,8,4,4,4,4,4,4,1,1,4,4,4,4,3,2005,2,64,3.83333333333333,0,1,4,1,1
"15",20207,0,1,1,0.5513,"16052003","16052003","19:32:49",NA,NA,NA,NA,NA,NA,NA,1,1,12,0,3,3,3,1,0,0,0,0,0,0,0,1,0,0,2,1,-1,2,1,2,1,-1,-1,-1,-1,-1,NA,NA,1,1,1,NA,1,1,2,NA,1,1,6,"Getting a fairer allocation of public funding throughout Wales",97,NA,NA,NA,NA,1,4,4,1,2,2,2,2,5,3,5,1,5,7,0,0,0,98,7,1,1,9,2,3,3,3,2,1,2,1,2,2,1,1,1,1,5,3,1,1,4,1,1,2,1,1,4,1,1,1,4,3,3,3,4,2,1,2,2,1,4,4,2,2,3,5,1,5,2,17,4,2,3,1,4,5,2,2,4,2,2,2,2,3,3,3,4,3,1,1,1,3,1,2,3,3,2,1,69,7,6,7,6,1,2,2,2,2,2,2,2,2,2,-1,1,1,3,3,1,7,5,4,3,1,4,40,2,40,2,1,8,-1,5224,2,8.1,33,4,2,1,NA,1,45,2,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,4,1,1,1,0,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,2,1,1,3,1,1,1,1,"15:44:08",NA,NA,61,86,NA,"0594",3,1,-1,1,-1,NA,2,2,5,NA,8,NA,4,NA,3,NA,11,NA,3,NA,1,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMB","Amlwch Port ED",67.69,1.34,"X",20,NA,2010,1,4,1,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,3,3,3,2,3,4,4,4,3,1,1,2,1,1,1,3,8,1,4,1,4,1,1,4,3,2,2,2,4,3,4,3,2,4,5,1,1,3,2,2,2,2,2105,2,54,2.83333333333333,0,1,2,3,0
"16",20208,0,1,1,0.5513,"28052003","28052003","15:02:00",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,-1,0,NA,2,2,96,96,96,96,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,4,3,2,2,2,2,3,3,3,3,2,7,5,6,5,6,98,98,3,3,2,5,1,4,1,3,1,4,2,1,2,1,1,1,1,4,4,2,3,2,4,3,3,1,2,3,4,4,4,2,2,3,2,2,2,2,1,2,3,3,4,2,2,4,2,5,1,6,21,22,3,1,8,3,4,1,3,4,2,1,2,3,3,3,3,3,3,3,3,2,NA,2,2,1,3,1,2,30,2,2,10,9,2,2,2,2,2,2,2,1,2,2,-1,8,0,5,3,1,7,6,5,4,4,1,-1,1,30,2,1,3,-1,3211,6,4.1,85,NA,1,1,3,4,36,8,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,2,2,1,98,98,98,8,1,1,2,"15:58:36",NA,NA,61,56,56,"0594",5,1,-1,1,-1,NA,1,2,2,NA,4,NA,2,NA,1,NA,1,NA,7,NA,2,NA,2,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMB","Amlwch Port ED",67.69,1.34,"X",20,NA,2011,1,2,2,2,1,3,3,2,3,3,3,2,3,2,2,2,3,1,1,2,3,1,1,2,3,1,1,1,3,3,3,8,8,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,2,8,3,2,2005,1,60,3.5,0,0,3,1,1
"17",20211,0,1,1,1.1027,"27052003","27052003","11:09:37",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,1,0,0,0,0,1,5,-1,3,5,3,2,5,96,96,96,96,5,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,5,3,3,1,2,1,1,3,3,3,2,2,7,7,6,6,6,98,98,3,2,2,2,2,4,1,3,3,2,1,2,2,2,1,1,1,2,3,2,2,4,2,2,3,1,2,2,2,2,3,3,3,3,3,2,2,2,1,2,1,3,1,NA,1,1,3,1,1,10,28,15,1,1,1,4,5,1,2,4,2,1,1,3,3,3,3,3,3,3,3,2,NA,2,2,2,4,1,2,45,4,4,12,11,1,2,2,2,2,2,2,1,2,2,1,1,1,3,3,1,1,2,2,1,3,4,23,2,14,2,1,3,3,2314,7,4.1,80,NA,1,2,4,3,35,9,13,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,2,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,15,16,1,1,2,5,5,5,2,1,1,1,"12:41:58",NA,NA,61,92,92,"0594",4,1,-1,2,1,NA,2,2,2,2,4,NA,2,NA,1,NA,1,5,7,NA,2,NA,2,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMW","Llaneilian ED",67.69,1.34,"X",20,NA,2012,1,4,2,5,3,5,2,3,2,3,4,2,2,3,3,2,2,1,1,2,2,2,2,2,2,3,3,3,2,2,2,4,4,2,2,1,8,2,3,3,8,2,8,2,4,9,2,2,4,2,1,2,4,2,4,2,4,2,2,1,1,2,2,2,2,2,406,2,35,2.5,0,1,2,2,0
"18",20212,0,1,1,0.5513,"16052003","16052003","15:56:03",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,0,0,0,1,0,2,2,-1,3,2,2,2,3,96,96,96,96,2,2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,2,2,1,1,2,2,3,2,3,5,1,8,8,5,7,0,6,4,3,1,1,4,3,2,1,3,3,2,3,1,3,1,1,1,1,5,1,1,3,5,2,1,2,2,2,4,1,1,8,3,2,4,8,1,3,NA,3,3,1,4,2,NA,2,1,5,2,5,3,10,13,2,3,1,5,8,2,2,4,2,2,2,3,3,3,3,3,3,3,1,2,NA,2,2,5,4,3,1,79,7,6,7,6,2,1,2,2,2,2,2,2,2,2,-1,2,3,1,3,1,7,5,4,3,1,2,29,3,29,1,1,9,-1,5232,3,9.1,50,4,2,2,NA,0,70,3,7,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,2,2,0,2,1,1,1,"18:58:44",NA,NA,61,68,182,"0594",3,1,-1,1,-1,NA,2,1,4,NA,9,NA,4,NA,3,NA,9,NA,15,NA,4,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMW","Llaneilian ED",67.69,1.34,"X",20,NA,2013,1,4,2,2,2,4,2,3,3,2,1,3,2,2,1,2,4,2,2,3,2,1,1,4,2,2,2,3,3,3,2,4,4,3,4,2,1,1,1,2,3,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,1,3,2,3,2,4,1905,1,65,3,0,1,1,3,0
"19",20216,0,1,1,1.1027,"20052003","20052003","13:25:23",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,0,1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,NA,NA,4,1,3,7,2,1,2,NA,1,1,7,"Keep Plaid Cymru out",97,NA,NA,NA,NA,1,1,1,1,1,2,2,1,5,3,5,1,0,8,3,1,0,98,98,2,1,1,5,3,8,9,3,4,2,1,2,4,2,1,1,1,1,2,1,1,8,1,1,3,2,4,3,2,2,8,8,3,3,2,4,2,1,2,1,1,4,4,2,2,1,7,1,5,24,4,1,1,3,2,4,5,1,2,1,2,2,1,1,3,3,2,5,3,2,2,2,NA,1,2,4,4,3,2,64,6,5,14,12,2,1,2,2,2,2,2,2,2,2,-1,2,0,5,3,1,7,1,1,1,3,2,8,3,8,1,1,9,9,1223,2,8.1,55,3,2,1,NA,1,60,2,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,97,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,1,1,1,1,2,1,1,2,"14:19:34",NA,NA,61,54,54,"0594",2,1,-1,2,2,NA,2,1,4,4,8,NA,4,NA,3,NA,9,9,3,NA,1,NA,3,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMC","Amlwch Rural ED",67.69,1.34,"X",20,NA,2014,1,4,2,4,2,4,4,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,4,4,2,2,4,2,2,1,2,4,2,2,2,2305,1,60,3,0,1,2,NA,0
"20",20217,0,1,1,1.1027,"20052003","20052003","16:11:34",NA,NA,NA,NA,NA,NA,NA,1,12,6,0,3,3,2,1,0,0,1,1,0,1,0,0,0,0,1,5,-1,1,5,3,1,-1,-1,-1,-1,-1,NA,NA,1,5,1,NA,1,5,1,NA,1,5,1,"Unemployment",97,NA,NA,NA,NA,5,2,4,1,1,2,2,3,4,3,1,3,1,2,4,1,8,0,98,2,2,2,4,1,5,1,3,3,2,2,3,4,2,2,1,1,3,2,1,4,2,2,2,4,2,3,3,2,2,3,3,4,3,4,2,2,2,1,1,3,4,4,2,2,2,1,5,1,6,14,19,3,1,8,3,2,2,1,3,4,1,4,1,3,3,2,3,3,2,2,2,NA,2,2,1,4,1,2,54,4,4,12,11,2,2,2,2,2,2,2,1,2,2,-1,8,7,3,7,3,7,1,1,1,4,1,-1,1,54,9,4,3,3,5434,6,10,80,NA,1,1,3,2,30,8,13,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,1,1,2,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,2,5,5,5,1,1,1,2,"16:59:33",NA,NA,61,48,48,"0594",5,1,-1,2,1,NA,1,10,2,2,10,NA,5,NA,4,NA,1,5,10,NA,5,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMW","Llaneilian ED",63.19,1.34,"X",20,NA,2015,1,4,2,3,2,2,3,4,4,3,3,3,4,3,2,3,4,3,2,3,3,3,4,3,3,3,2,3,1,1,1,4,3,1,1,2,2,2,1,2,2,2,3,2,3,2,3,2,4,4,1,1,3,1,3,1,3,2,4,2,1,2,4,4,2,2,2705,2,63,2.66666666666667,0,1,3,1,1
"21",20218,0,1,1,1.654,"20052003","20052003","19:59:00",NA,NA,NA,NA,NA,NA,NA,2,-1,-1,-1,-1,-1,-1,1,0,1,1,0,0,1,0,0,0,0,1,1,-1,3,1,4,2,6,96,96,96,96,1,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,0,5,4,2,2,1,2,2,4,3,3,2,6,5,5,5,4,6,98,3,3,2,3,3,3,1,2,3,3,1,2,4,2,2,2,2,4,2,2,2,4,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,2,1,1,2,2,2,NA,2,3,3,1,5,21,1,10,1,1,1,4,1,2,3,3,2,1,1,3,1,1,3,2,2,3,3,2,NA,2,2,3,4,3,1,60,6,5,6,5,1,2,2,2,2,2,2,1,2,2,1,1,3,1,3,1,7,1,1,1,3,2,23,3,23,2,1,3,10,5241,2,8.1,45,NA,2,1,NA,1,60,2,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,2,0,0,NA,0,1,1,1,"20:49:37",NA,NA,61,50,50,"0594",2,1,-1,3,1,NA,2,2,2,5,8,NA,4,NA,3,NA,3,8,3,NA,1,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMW","Llaneilian ED",63.19,1.34,"X",20,NA,2016,1,2,3,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,4,4,4,3,2,8,3,8,2,8,8,8,8,8,8,2,8,8,2,8,8,2,1,2,8,4,4,4,8,4,3,2,1,4,2,8,8,3,2005,1,66,3,0,1,2,2,0
"22",20219,0,1,1,0.5513,"04062003","04062003","14:33:05",NA,NA,NA,NA,NA,NA,NA,1,7,0,0,2,3,3,1,0,0,1,0,1,0,0,0,0,0,1,1,-1,3,1,2,2,2,96,96,96,96,1,5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,1,1,1,2,2,1,1,2,3,3,2,3,2,2,98,4,2,98,98,1,2,2,1,2,3,3,2,2,3,2,4,2,2,2,1,1,1,5,1,4,4,4,2,4,1,4,2,2,2,4,2,3,1,3,2,2,2,2,2,3,4,4,2,2,3,2,3,1,19,21,1,3,1,8,3,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,NA,2,2,1,2,3,2,35,3,3,11,10,2,2,2,2,2,2,2,1,2,2,-1,8,18,4,3,1,3,6,5,4,4,4,17,2,2,1,1,3,-1,6231,6,10,95,NA,1,1,7,1,84,8,16,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,1,1,1,0,2,0,0,0,0,0,0,0,0,0,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,NA,1,1,2,3,"15:11:36",NA,NA,61,38,38,"0594",11,1,-1,1,-1,NA,1,1,2,NA,10,NA,5,NA,4,NA,1,NA,10,NA,5,NA,4,NA,4,NA,1,NA,2,"00NA","Sir Ynys Mon - Isle of Anglesey","Ynys Mon Co Const",1,0,1,"00NAMW","Llaneilian ED",63.19,1.34,"X",20,NA,2017,1,3,5,3,2,4,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,1,1,1,1,1,8,8,8,8,8,2,3,1,2,2,4,2,1,1,4,2,4,2,3,8,3,2,1,2,4,4,4,1,2205,1,58,3.5,0,1,3,1,1
